,headline_text,clean,sensational_score
2429.0,"Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.",say obama want give iran nuclear weapon michael bonnet,0.011784231935391576
2430.0,"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",year newt gingrich rais much money mitt romney tim pawlenti sarah palin mike huckabee combin,0.0486528291910705
2431.0,"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.",last year real wage growth flatline police feder reserve driven feder reserve,0.025008198051803543
2432.0,"Seniors will have to find $12,500 for health care because Republicans voted to end Medicare.",senior find health care republican vote end medical,0.03698911970444407
2433.0,"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",say bipartisan support includ sheriff throughout state democrat republican,0.05923753761967021
2434.0,Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,say hillary clinton given ten million dollar country treat woman horrible country kill gay,0.12750691586682095
2435.0,"President Obama promised families making less than $250,000 a year would not see taxes go up, but Obamacare raises 18 different taxes.",presid obama promis famili make le year would see tax go obamacare rais differ tax,0.10136806046605773
2436.0,"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",text faceless hospita panel deny life sustain care give day find anoth facil mother dad young child even patient conscious,0.07446034586549832
2437.0,The polls show over half of Americans identify themselves as being pro-life.,poll show half american identify pro life,0.017555370181645436
2438.0,"One in four Texans lacks health insurance, the highest proportion in the nation.",one four texan lack health insur highest propert nation,0.07107054988403894
2439.0,On repeal and replace of federal health care reform.,repeal replace feder health care reform,0.015105005756650858
2440.0,Under the Obama economy ... utility bills are higher.,obama economi util bill higher,0.026445788215062715
2441.0,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,real unemploy anywhere percent dont believ dont believ,0.053713288330963116
2442.0,House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.,hous republican pass bill make legal singl mother fire employ,0.01623961267573748
2443.0,This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,presid offer fewer execut action almost presid priced presid recent histori,0.04330511823751715
2444.0,Says Barack Obama and his team are socialists in every respect of the word.,say barack obama team socialist every respect word,0.030964934066861072
2445.0,The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,jackson plan reform cleveland school lack data method proven rais student achiev,0.04188185386976606
2446.0,"Under Scott Walkers policies, the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.",scott walker police topic wisconsin famili actual seen real incom drop near last four year,0.05792509745865748
2447.0,Says Ronald Reagan got the Saudis to flood the market with cheap oil.,say ronald reagan got saudi flood market cheap oil,0.03484553641691979
2448.0,"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",say rep joe barton r text said wind finite resource har would slow wind would caus temperature go,0.054347056337026634
2449.0,People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,peopl five seven time like murder workplace allow firearm prohibit,0.053369887067638455
2450.0,U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,u rep patrick murphy vote allow member congress receiv taxpayer fund health care life,0.042058052127882384
2451.0,"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.",florida vote law requir turn voter register within hour make impose meet deadline your work right end week,0.04580148517749305
2452.0,There are a multitude of vaccines that do not prevent deadly and crippling diseases.,multitude vaccine prevent dead cripple diseas,0.0
2453.0,We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,dont bar campus text law alcohol allow,0.037820373312800415
2454.0,Says there have been well over 54 million abortions since 1973.,say well million abort sinc,0.029535635554620798
2455.0,China holds 26 percent of the U.S. debt.,china hold percent u debt,0.06456642367051835
2456.0,Says Portland has higher standards than feds on allowed police use of force.,say portland higher standard fed allow polic use forc,0.036642670524708154
2457.0,Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,ed perlmutt vote viagra rapist paid tax dollar,0.03848376217402161
2458.0,Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,cobb county busi already award contract worth million construct new brave stadium,0.12530786085823475
